,year,locationabbr,locationdesc,topictype,topicdesc,measuredesc,response,data_value_unit,data_value,gender,data_value_footnote_symbol,data_value_footnote,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
66,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,14.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
67,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,14.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
68,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,14.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
69,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,30.4,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
70,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,30.4,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
71,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,30.4,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
72,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,37.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
73,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,37.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
74,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,37.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
75,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.3,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
76,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.3,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
77,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.3,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
78,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,63.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
79,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,63.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
80,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,63.2,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
81,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,81.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
82,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,81.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
83,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,81.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
84,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,69.6,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
85,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,69.6,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
86,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,69.6,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
87,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,63.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
88,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,63.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
89,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,63.0,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
90,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,3.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
91,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,3.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
92,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,3.9,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
93,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,18.7,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,357,25 to 44
94,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,18.7,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
95,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,18.7,Female,,,Breast,26000,Alabama,1,2017,2017,Female,F,1768,65+
96,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
97,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
98,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
99,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,65.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
100,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,65.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
101,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,65.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
102,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,23.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
103,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,23.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
104,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,23.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
105,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,19.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
106,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,19.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
107,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,19.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
108,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,74.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
109,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,74.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
110,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,74.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
111,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,47.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
112,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,47.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
113,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,47.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
114,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,6.1,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
115,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,6.1,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
116,2017,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,6.1,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
117,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,67.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
118,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,67.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
119,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,67.6,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
120,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,62.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
121,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,62.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
122,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,62.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
123,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,37.7,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
124,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,37.7,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
125,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,37.7,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
126,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,29.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
127,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,29.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
128,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,29.3,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
129,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,88.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
130,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,88.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
131,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,88.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
132,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
133,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
134,2017,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.4,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
135,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,11.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,-1,25 to 44
136,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,11.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
137,2017,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,11.5,Male,,,Breast,26000,Alabama,1,2017,2017,Male,M,16,65+
138,2016,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.9,Male,,,Breast,26000,Alabama,1,2016,2016,Male,M,-1,25 to 44
139,2016,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.9,Male,,,Breast,26000,Alabama,1,2016,2016,Male,M,17,45 to 64
140,2016,AL,Alabama,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,34.9,Male,,,Breast,26000,Alabama,1,2016,2016,Male,M,34,65+
141,2016,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,41.9,Male,,,Breast,26000,Alabama,1,2016,2016,Male,M,-1,25 to 44
